Room_type;person_n;bedroom_n;bed_n;Price
Entire home/apt;6;4;6;$578,00 
Entire home/apt;5;2;5;$342,00 
Entire home/apt;6;3;6;$409,00 
Entire home/apt;4;2;3;$149,00 
Entire home/apt;2;1;1;$65,00 
Entire home/apt;2;1;1;$198,00 
Private room;2;;1;$79,00 
Entire home/apt;2;1;1;$129,00 
Entire home/apt;2;2;4;$124,00 
Entire home/apt;4;2;2;$70,00 
Private room;2;1;2;$66,00 
Private room;2;1;1;$94,00 
Entire home/apt;5;3;5;$200,00 
Entire home/apt;3;1;1;$80,00 
Entire home/apt;2;1;1;$350,00 
Shared room;1;1;2;$25,00 
Private room;4;1;4;$276,00 
Hotel room;4;1;2;$273,00 
Entire home/apt;4;2;3;$150,00 
Private room;4;2;3;$100,00 
Private room;4;2;3;$102,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;4;2;2;$450,00 
Entire home/apt;2;1;1;$150,00 
Private room;2;1;1;$90,00 
Entire home/apt;4;3;4;$170,00 
Shared room;1;1;2;$24,00 
Entire home/apt;2;1;1;$185,00 
Entire home/apt;2;;;$100,00 
Private room;2;1;1;$75,00 
Entire home/apt;4;3;3;$115,00 
Entire home/apt;2;;1;$80,00 
Entire home/apt;2;1;1;$110,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;2;1;1;$109,00 
Entire home/apt;4;4;4;$240,00 
Entire home/apt;4;4;4;$177,00 
Entire home/apt;4;3;3;$115,00 
Entire home/apt;4;2;2;$206,00 
Private room;1;2;2;$40,00 
Entire home/apt;4;4;3;$95,00 
Entire home/apt;2;1;1;$138,00 
Entire home/apt;2;;;$99,00 
Entire home/apt;2;1;1;$115,00 
Private room;2;;1;$94,00 
Entire home/apt;2;1;1;$95,00 
Entire home/apt;4;3;4;$450,00 
Entire home/apt;4;1;1;$115,00 
Entire home/apt;2;1;1;$135,00 
Entire home/apt;2;;1;$90,00 
Private room;4;2;;$89,00 
Entire home/apt;4;2;2;$100,00 
Entire home/apt;4;2;2;$199,00 
Entire home/apt;4;2;4;$150,00 
Entire home/apt;4;2;3;$225,00 
Entire home/apt;2;2;3;$125,00 
Entire home/apt;6;3;2;$235,00 
Private room;3;1;2;$99,00 
Entire home/apt;2;1;1;$143,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;2;$180,00 
Entire home/apt;2;1;1;$140,00 
Private room;2;1;1;$56,00 
Entire home/apt;4;;1;$90,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;2;3;$165,00 
Entire home/apt;4;2;3;$225,00 
Entire home/apt;4;3;3;$521,00 
Entire home/apt;2;1;1;$50,00 
Entire home/apt;4;1;2;$89,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;2;1;1;$180,00 
Entire home/apt;4;4;4;$295,00 
Entire home/apt;2;1;2;$110,00 
Entire home/apt;4;2;4;$150,00 
Entire home/apt;6;4;4;$375,00 
Hotel room;2;1;1;$153,00 
Entire home/apt;4;2;2;$130,00 
Entire home/apt;4;2;4;$145,00 
Private room;4;;2;$92,00 
Entire home/apt;2;1;1;$180,00 
Private room;3;1;2;$70,00 
Entire home/apt;3;1;1;$110,00 
Entire home/apt;2;1;1;$88,00 
Private room;4;1;2;$92,00 
Private room;4;1;2;$92,00 
Private room;4;1;2;$97,00 
Private room;4;1;2;$97,00 
Entire home/apt;4;2;3;$221,00 
Private room;2;1;1;$55,00 
Entire home/apt;2;1;1;$159,00 
Private room;2;1;2;$81,00 
Entire home/apt;4;2;1;$664,00 
Entire home/apt;4;2;2;$350,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;2;1;1;$195,00 
Entire home/apt;1;1;1;$125,00 
Entire home/apt;4;2;2;$240,00 
Entire home/apt;2;1;1;$109,00 
Entire home/apt;2;2;2;$120,00 
Entire home/apt;4;2;4;$150,00 
Entire home/apt;2;1;1;$100,00 
Private room;4;3;4;$350,00 
Entire home/apt;4;2;4;$150,00 
Entire home/apt;4;2;3;$125,00 
Entire home/apt;4;1;2;$136,00 
Entire home/apt;4;3;3;$120,00 
Hotel room;1;1;1;$91,00 
Hotel room;1;1;1;$106,00 
Hotel room;2;1;1;$242,00 
Hotel room;2;1;1;$209,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;3;2;2;$200,00 
Private room;1;1;1;$128,00 
Entire home/apt;5;3;3;$110,00 
Private room;2;1;1;$55,00 
Entire home/apt;2;;1;$98,00 
Private room;2;1;1;$120,00 
Entire home/apt;3;1;2;$271,00 
Entire home/apt;4;2;2;$160,00 
Entire home/apt;2;1;1;$99,00 
Private room;2;1;1;$50,00 
Entire home/apt;2;1;1;$120,00 
Private room;2;1;1;$80,00 
Entire home/apt;2;1;1;$193,00 
Entire home/apt;4;2;3;$275,00 
Entire home/apt;6;4;5;$654,00 
Private room;1;1;1;$55,00 
Private room;2;;1;$77,00 
Entire home/apt;4;1;1;$100,00 
Entire home/apt;4;2;1;$180,00 
Entire home/apt;4;2;2;$110,00 
Entire home/apt;2;1;1;$60,00 
Entire home/apt;2;1;1;$135,00 
Entire home/apt;4;2;2;$160,00 
Private room;2;1;1;$164,00 
Private room;2;1;1;$84,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;3;1;1;$140,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;1;;$109,00 
Entire home/apt;4;2;2;$380,00 
Private room;4;2;3;$80,00 
Hotel room;2;1;1;$88,00 
Private room;2;1;;$150,00 
Entire home/apt;2;1;1;$135,00 
Private room;2;;1;$65,00 
Entire home/apt;4;2;2;$240,00 
Private room;1;1;1;$50,00 
Entire home/apt;2;1;;$89,00 
Entire home/apt;2;;1;$105,00 
Hotel room;2;1;1;$105,00 
Entire home/apt;3;1;2;$129,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;4;2;2;$133,00 
Entire home/apt;2;1;1;$150,00 
Private room;4;1;4;$263,00 
Entire home/apt;4;2;3;$130,00 
Private room;2;;;$150,00 
Entire home/apt;4;2;2;$150,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;2;1;1;$110,00 
Private room;2;1;1;$75,00 
Entire home/apt;6;3;2;$295,00 
Entire home/apt;2;;1;$200,00 
Private room;2;1;1;$110,00 
Entire home/apt;4;2;3;$75,00 
Entire home/apt;2;2;1;$220,00 
Private room;2;1;1;$49,00 
Entire home/apt;2;1;1;$75,00 
Entire home/apt;2;1;1;$71,00 
Private room;2;1;1;$49,00 
Private room;2;1;1;$45,00 
Private room;2;1;1;$57,00 
Entire home/apt;4;3;1;$175,00 
Entire home/apt;4;2;2;$165,00 
Entire home/apt;4;2;3;$230,00 
Private room;2;1;1;$49,00 
Entire home/apt;4;2;2;$145,00 
Entire home/apt;2;1;1;$157,00 
Entire home/apt;2;2;2;$125,00 
Entire home/apt;4;2;2;$150,00 
Entire home/apt;2;1;1;$132,00 
Entire home/apt;4;2;4;$235,00 
Entire home/apt;6;3;4;$300,00 
Entire home/apt;2;;1;$93,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;2;;3;$50,00 
Entire home/apt;2;1;1;$54,00 
Private room;4;2;2;$152,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;4;1;2;$240,00 
Entire home/apt;2;2;3;$160,00 
Hotel room;1;1;1;$95,00 
Private room;2;1;1;$155,00 
Private room;2;1;1;$135,00 
Private room;4;2;4;$270,00 
Private room;3;1;2;$95,00 
Entire home/apt;2;1;2;$119,00 
Private room;4;2;2;$248,00 
Entire home/apt;2;1;1;$111,00 
Entire home/apt;2;1;1;$60,00 
Entire home/apt;2;1;1;$138,00 
Entire home/apt;2;1;1;$100,00 
Hotel room;4;;3;$229,00 
Entire home/apt;2;1;1;$200,00 
Entire home/apt;4;2;2;$300,00 
Private room;2;1;1;$75,00 
Private room;2;1;1;$76,00 
Entire home/apt;4;2;2;$150,00 
Private room;2;1;1;$120,00 
Entire home/apt;4;2;3;$133,00 
Entire home/apt;4;2;1;$314,00 
Entire home/apt;2;1;1;$145,00 
Entire home/apt;4;1;2;$133,00 
Private room;2;1;1;$120,00 
Private room;2;1;1;$75,00 
Private room;2;1;1;$125,00 
Private room;2;1;1;$107,00 
Private room;2;1;1;$130,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;2;1;1;$160,00 
Entire home/apt;2;1;;$60,00 
Entire home/apt;2;1;1;$183,00 
Private room;2;1;1;$70,00 
Entire home/apt;4;2;2;$162,00 
Private room;2;1;1;$180,00 
Entire home/apt;2;1;1;$149,00 
Entire home/apt;4;;2;$137,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;4;4;3;$295,00 
Entire home/apt;2;2;3;$175,00 
Entire home/apt;4;2;2;$295,00 
Private room;2;1;1;$50,00 
Entire home/apt;3;2;2;$325,00 
Private room;2;1;1;$40,00 
Entire home/apt;2;1;1;$200,00 
Entire home/apt;2;1;1;$241,00 
Private room;2;1;1;$87,00 
Entire home/apt;2;1;1;$88,00 
Private room;1;1;2;$56,00 
Private room;1;1;1;$53,00 
Entire home/apt;4;3;3;$600,00 
Private room;3;1;2;$138,00 
Private room;2;1;1;$49,00 
Private room;2;1;1;$49,00 
Private room;2;1;1;$49,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;2;;1;$110,00 
Entire home/apt;4;2;2;$140,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;2;2;$75,00 
Private room;2;1;1;$66,00 
Entire home/apt;2;1;1;$110,00 
Entire home/apt;3;1;2;$125,00 
Private room;2;1;1;$75,00 
Private room;2;;;$55,00 
Entire home/apt;4;2;2;$80,00 
Private room;4;2;;$185,00 
Entire home/apt;2;1;1;$144,00 
Entire home/apt;4;2;2;$140,00 
Entire home/apt;2;1;1;$186,00 
Entire home/apt;4;1;2;$175,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;3;1;3;$160,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;4;4;6;$250,00 
Entire home/apt;2;1;1;$200,00 
Entire home/apt;2;1;1;$248,00 
Private room;2;1;1;$73,00 
Private room;2;1;1;$78,00 
Entire home/apt;2;1;1;$130,00 
Private room;2;1;1;$75,00 
Private room;2;1;;$96,00 
Private room;2;1;1;$80,00 
Entire home/apt;6;3;3;$300,00 
Private room;3;1;2;$65,00 
Private room;4;2;2;$29,00 
Entire home/apt;2;1;1;$152,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;4;2;2;$180,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;2;1;1;$150,00 
Private room;2;1;1;$104,00 
Entire home/apt;5;3;4;$140,00 
Entire home/apt;4;2;2;$300,00 
Hotel room;2;1;1;$80,00 
Private room;2;1;1;$76,00 
Private room;2;1;2;$75,00 
Entire home/apt;4;3;3;$88,00 
Hotel room;2;1;1;$80,00 
Hotel room;2;1;1;$92,00 
Hotel room;1;1;1;$97,00 
Entire home/apt;2;1;1;$200,00 
Entire home/apt;2;1;1;$250,00 
Entire home/apt;4;2;2;$175,00 
Entire home/apt;2;1;1;$100,00 
Private room;4;1;3;$132,00 
Entire home/apt;4;2;2;$350,00 
Private room;1;1;1;$78,00 
Private room;4;2;2;$269,00 
Entire home/apt;4;1;2;$300,00 
Private room;2;1;2;$100,00 
Entire home/apt;4;3;3;$395,00 
Private room;5;2;5;$120,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;2;1;1;$200,00 
Private room;2;1;1;$150,00 
Entire home/apt;2;1;1;$215,00 
Private room;2;1;1;$64,00 
Entire home/apt;4;1;2;$250,00 
Private room;2;1;1;$239,00 
Private room;2;1;1;$295,00 
Entire home/apt;4;1;2;$170,00 
Entire home/apt;2;1;1;$220,00 
Entire home/apt;4;2;2;$113,00 
Entire home/apt;4;2;3;$110,00 
Entire home/apt;4;3;3;$104,00 
Private room;2;1;1;$49,00 
Private room;1;1;1;$48,00 
Private room;2;1;1;$130,00 
Entire home/apt;4;2;2;$219,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;2;1;1;$220,00 
Entire home/apt;2;1;1;$158,00 
Entire home/apt;2;1;1;$129,00 
Entire home/apt;2;1;1;$179,00 
Entire home/apt;2;1;1;$126,00 
Private room;1;1;1;$58,00 
Entire home/apt;2;1;1;$204,00 
Entire home/apt;16;8;24;$730,00 
Entire home/apt;3;3;3;$161,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;;1;$100,00 
Entire home/apt;4;3;2;$150,00 
Entire home/apt;4;1;1;$105,00 
Entire home/apt;4;2;2;$156,00 
Private room;2;1;1;$100,00 
Private room;2;1;1;$150,00 
Entire home/apt;2;1;1;$136,00 
Entire home/apt;2;1;1;$135,00 
Entire home/apt;2;2;2;$157,00 
Entire home/apt;2;1;2;$240,00 
Entire home/apt;2;1;1;$84,00 
Entire home/apt;2;1;1;$210,00 
Private room;2;1;1;$70,00 
Entire home/apt;2;1;1;$259,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;2;1;1;$225,00 
Entire home/apt;3;2;2;$150,00 
Entire home/apt;2;1;1;$250,00 
Entire home/apt;6;3;6;$346,00 
Entire home/apt;4;2;2;$320,00 
Private room;1;1;1;$79,00 
Entire home/apt;5;4;5;$179,00 
Entire home/apt;2;2;2;$190,00 
Private room;2;1;1;$150,00 
Entire home/apt;2;1;1;$120,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;2;;1;$125,00 
Entire home/apt;3;2;2;$170,00 
Entire home/apt;2;1;1;$140,00 
Private room;2;1;1;$264,00 
Entire home/apt;2;1;2;$120,00 
Entire home/apt;4;2;2;$175,00 
Private room;2;1;1;$179,00 
Entire home/apt;4;2;2;$200,00 
Entire home/apt;2;1;1;$130,00 
Entire home/apt;6;3;3;$280,00 
Entire home/apt;2;1;1;$220,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;4;1;1;$110,00 
Entire home/apt;3;1;1;$112,00 
Entire home/apt;2;1;1;$100,00 
Private room;3;2;3;$145,00 
Private room;2;1;2;$142,00 
Private room;4;2;2;$64,00 
Private room;2;1;1;$85,00 
Private room;3;1;2;$115,00 
Private room;2;1;1;$155,00 
Private room;2;1;1;$80,00 
Entire home/apt;4;2;3;$340,00 
Entire home/apt;4;2;2;$360,00 
Entire home/apt;4;2;2;$120,00 
Entire home/apt;4;2;2;$189,00 
Private room;1;;1;$120,00 
Entire home/apt;4;2;4;$240,00 
Entire home/apt;8;4;5;$399,00 
Entire home/apt;2;1;1;$180,00 
Entire home/apt;2;1;2;$120,00 
Entire home/apt;2;1;1;$164,00 
Private room;2;1;1;$71,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;4;2;2;$332,00 
Private room;2;1;2;$99,00 
Entire home/apt;4;2;2;$306,00 
Entire home/apt;4;2;2;$468,00 
Entire home/apt;2;1;1;$90,00 
Entire home/apt;2;1;1;$121,00 
Private room;5;2;3;$183,00 
Private room;2;1;1;$68,00 
Private room;2;1;1;$94,00 
Private room;2;1;1;$180,00 
Private room;2;1;1;$158,00 
Entire home/apt;13;6;11;$1.400,00 
Entire home/apt;4;2;3;$500,00 
Entire home/apt;2;;1;$188,00 
Entire home/apt;2;1;1;$201,00 
Entire home/apt;4;1;2;$215,00 
Entire home/apt;4;1;2;$242,00 
Entire home/apt;4;1;2;$322,00 
Entire home/apt;6;2;3;$559,00 
Entire home/apt;4;1;1;$350,00 
Entire home/apt;2;1;1;$160,00 
Entire home/apt;4;3;3;$130,00 
Entire home/apt;6;3;3;$200,00 
Entire home/apt;3;1;1;$74,00 
Entire home/apt;2;1;1;$125,00 
Private room;4;2;5;$110,00 
Private room;2;1;1;$82,00 
Entire home/apt;3;2;2;$32,00 
Entire home/apt;2;;1;$192,00 
Entire home/apt;2;1;1;$139,00 
Entire home/apt;6;2;3;$300,00 
Entire home/apt;4;1;1;$300,00 
Entire home/apt;4;2;1;$120,00 
Entire home/apt;4;3;3;$350,00 
Entire home/apt;2;1;1;$186,00 
Entire home/apt;2;1;1;$85,00 
Entire home/apt;2;1;1;$131,00 
Entire home/apt;4;3;4;$570,00 
Entire home/apt;4;2;2;$150,00 
Entire home/apt;4;2;1;$280,00 
Entire home/apt;4;2;2;$208,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;4;3;2;$100,00 
Entire home/apt;4;2;2;$400,00 
Entire home/apt;2;1;;$59,00 
Entire home/apt;2;1;1;$90,00 
Private room;2;1;1;$82,00 
Entire home/apt;2;1;1;$90,00 
Entire home/apt;2;1;1;$125,00 
Private room;2;1;1;$70,00 
Entire home/apt;4;2;2;$150,00 
Private room;2;;1;$96,00 
Private room;2;1;1;$60,00 
Entire home/apt;2;1;2;$176,00 
Entire home/apt;4;2;2;$130,00 
Entire home/apt;2;1;1;$140,00 
Private room;2;1;1;$66,00 
Entire home/apt;2;1;1;$175,00 
Private room;2;;1;$115,00 
Entire home/apt;4;1;2;$117,00 
Entire home/apt;4;1;2;$132,00 
Private room;2;1;1;$100,00 
Entire home/apt;3;1;;$100,00 
Entire home/apt;4;3;3;$200,00 
Private room;2;1;2;$115,00 
Entire home/apt;2;1;1;$175,00 
Private room;2;1;2;$66,00 
Entire home/apt;2;1;1;$195,00 
Entire home/apt;2;;;$50,00 
Private room;2;1;1;$85,00 
Private room;2;1;2;$63,00 
Private room;2;;1;$94,00 
Entire home/apt;3;2;2;$140,00 
Private room;2;1;1;$88,00 
Entire home/apt;3;;2;$135,00 
Private room;3;1;1;$72,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;2;3;1;$191,00 
Private room;2;1;1;$99,00 
Private room;1;1;1;$60,00 
Entire home/apt;2;1;1;$220,00 
Private room;2;1;1;$79,00 
Entire home/apt;4;2;2;$200,00 
Private room;2;1;1;$105,00 
Entire home/apt;4;2;2;$199,00 
Entire home/apt;4;2;3;$150,00 
Entire home/apt;2;2;1;$102,00 
Entire home/apt;2;;1;$158,00 
Entire home/apt;2;1;1;$210,00 
Entire home/apt;4;4;4;$200,00 
Private room;2;1;1;$55,00 
Entire home/apt;5;4;4;$250,00 
Entire home/apt;4;2;2;$250,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;2;2;$307,00 
Private room;4;2;2;$123,00 
Entire home/apt;2;1;1;$65,00 
Entire home/apt;6;4;7;$500,00 
Entire home/apt;2;1;1;$170,00 
Private room;2;1;2;$100,00 
Entire home/apt;5;3;3;$235,00 
Entire home/apt;2;1;1;$138,00 
Entire home/apt;4;2;2;$350,00 
Private room;2;1;1;$132,00 
Shared room;1;1;1;$27,00 
Entire home/apt;2;1;1;$80,00 
Entire home/apt;4;2;2;$190,00 
Entire home/apt;2;1;1;$204,00 
Entire home/apt;4;3;3;$320,00 
Entire home/apt;3;1;1;$100,00 
Private room;2;1;1;$92,00 
Entire home/apt;2;3;3;$106,00 
Entire home/apt;3;3;2;$350,00 
Private room;2;1;1;$94,00 
Private room;4;1;4;$223,00 
Entire home/apt;2;1;1;$180,00 
Private room;2;1;1;$110,00 
Entire home/apt;4;2;2;$172,00 
Private room;2;1;2;$131,00 
Entire home/apt;6;4;5;$350,00 
Entire home/apt;2;2;2;$150,00 
Entire home/apt;4;2;4;$192,00 
Private room;2;1;1;$100,00 
Entire home/apt;2;1;1;$176,00 
Private room;1;;1;$50,00 
Entire home/apt;4;2;2;$187,00 
Entire home/apt;2;;1;$50,00 
Private room;4;2;4;$295,00 
Entire home/apt;2;1;1;$290,00 
Shared room;1;1;1;$24,00 
Private room;2;1;1;$90,00 
Private room;1;1;1;$49,00 
Entire home/apt;4;2;2;$290,00 
Entire home/apt;4;2;4;$184,00 
Entire home/apt;2;1;2;$190,00 
Entire home/apt;2;1;2;$166,00 
Shared room;16;1;18;$500,00 
Entire home/apt;2;;1;$189,00 
Entire home/apt;3;2;2;$112,00 
Entire home/apt;3;2;3;$120,00 
Entire home/apt;4;2;3;$161,00 
Entire home/apt;2;1;1;$100,00 
Entire home/apt;6;4;5;$300,00 
Entire home/apt;4;4;4;$180,00 
Entire home/apt;4;2;2;$200,00 
Private room;2;1;1;$100,00 
Private room;2;1;1;$138,00 
Private room;2;1;1;$198,00 
Private room;2;;2;$67,00 
Entire home/apt;4;2;2;$80,00 
Entire home/apt;4;3;3;$300,00 
Entire home/apt;2;1;1;$150,00 
Entire home/apt;4;3;3;$115,00 
Entire home/apt;4;4;4;$675,00 
Private room;2;1;1;$150,00 
Entire home/apt;4;1;2;$146,00 
Entire home/apt;2;1;1;$108,00 
Private room;2;1;2;$70,00 
Private room;2;1;1;$80,00 
Private room;2;1;1;$110,00 
Private room;4;2;2;$175,00 
Entire home/apt;4;3;3;$250,00 
Private room;2;1;1;$71,00 
Private room;2;1;2;$71,00 
Entire home/apt;4;2;2;$425,00 
Private room;2;1;1;$56,00 
Private room;2;1;1;$119,00 
Private room;2;1;1;$100,00 
Private room;2;1;1;$124,00 
Entire home/apt;2;1;1;$76,00 
Entire home/apt;4;2;3;$298,00 
Private room;2;1;1;$166,00 
Private room;2;1;1;$100,00 
Entire home/apt;2;1;1;$99,00 
Entire home/apt;4;3;3;$150,00 
Entire home/apt;4;2;2;$279,00 
Private room;2;1;2;$93,00 
Private room;2;1;1;$89,00 
Private room;2;1;1;$86,00 
Private room;2;1;1;$106,00 
Private room;2;1;1;$86,00 
Private room;3;1;2;$71,00 
Private room;4;1;1;$71,00 
Private room;2;1;1;$85,00 
Entire home/apt;8;5;8;$550,00 
Private room;2;1;1;$179,00 
Private room;4;2;2;$98,00 
Entire home/apt;12;4;12;$432,00 
Private room;2;1;2;$71,00 
Entire home/apt;4;2;2;$300,00 
Private room;3;1;2;$71,00 
Entire home/apt;16;4;14;$363,00 
Private room;2;1;2;$71,00 
Private room;2;1;2;$71,00 
Private room;6;1;6;$124,00 
Entire home/apt;4;2;3;$135,00 
Entire home/apt;3;2;2;$180,00 
Entire home/apt;5;1;3;$220,00 
Entire home/apt;3;2;2;$329,00 
Entire home/apt;2;1;1;$160,00 
Private room;2;1;1;$37,00 
Private room;3;1;3;$116,00 
Private room;3;1;3;$116,00 
Private room;2;1;1;$175,00 
Private room;4;2;2;$126,00 
Private room;5;3;5;$169,00 
Private room;5;2;5;$169,00 
Entire home/apt;3;2;2;$150,00 
Private room;2;1;;$80,00 
Hotel room;10;;;$0,00 
Private room;2;1;1;$85,00 
Hotel room;3;;;$0,00 
Hotel room;4;;;$0,00 
Entire home/apt;4;3;3;$180,00 
Entire home/apt;4;1;2;$190,00 
Entire home/apt;5;2;3;$286,00 
Entire home/apt;7;3;5;$346,00 
Entire home/apt;4;2;2;$300,00 
Entire home/apt;4;3;3;$215,00 
Private room;2;1;1;$60,00 
Entire home/apt;2;1;1;$120,00 
Private room;2;1;2;$103,00 
Private room;1;1;1;$55,00 
Entire home/apt;5;3;3;$175,00 
Private room;2;1;1;$49,00 
Entire home/apt;2;1;1;$175,00 
Entire home/apt;2;2;1;$70,00 
Private room;2;1;;$48,00 
Private room;2;1;;$48,00 
Entire home/apt;4;2;2;$200,00 
Private room;2;1;1;$49,00 
Entire home/apt;4;2;2;$320,00 
Entire home/apt;4;2;2;$150,00 
Entire home/apt;4;4;5;$250,00 
Private room;4;2;2;$114,00 
Entire home/apt;2;1;2;$145,00 
Entire home/apt;2;1;1;$190,00 
Entire home/apt;2;1;1;$125,00 
Entire home/apt;4;4;5;$200,00 
Entire home/apt;4;2;2;$350,00 
Entire home/apt;6;3;5;$675,00 
Entire home/apt;4;3;3;$250,00 
Entire home/apt;2;1;1;$180,00 
Private room;2;1;1;$110,00 
Private room;2;;1;$128,00 
Private room;2;1;1;$114,00 
Private room;2;1;;$200,00 
Private room;2;1;;$214,00 
Private room;2;1;1;$245,00 
Private room;2;1;;$309,00 
Private room;2;1;2;$260,00 
Private room;2;1;;$280,00 
Private room;2;1;;$364,00 
Private room;2;1;2;$211,00 
Private room;2;1;1;$160,00 
Private room;2;1;1;$80,00 
Entire home/apt;2;1;1;$295,00 
Entire home/apt;5;2;3;$175,00 
Private room;2;1;1;$110,00 
Private room;2;1;2;$511,00 
Entire home/apt;2;;1;$50,00 
Entire home/apt;2;;1;$50,00 
Entire home/apt;4;2;2;$205,00 
Private room;1;;1;$81,00 
Private room;2;;2;$99,00 
Private room;2;;2;$85,00 
Private room;3;2;2;$195,00 
Private room;4;;4;$144,00 
Private room;6;;5;$144,00 
Private room;4;;4;$135,00 
Private room;2;;1;$108,00 
Private room;4;;4;$131,00 
Hotel room;0;;;$0,00 
Private room;2;1;;$6.477,00 
Private room;2;1;1;$6.477,00 
Entire home/apt;2;1;1;$100,00 
Hotel room;0;;;$0,00 
Private room;2;1;1;$49,00 
Private room;2;1;1;$65,00 
Entire home/apt;2;1;1;$100,00 
Private room;4;2;2;$127,00 
Private room;2;1;1;$93,00 
Private room;4;2;2;$128,00 
Private room;2;1;1;$49,00 
Private room;2;1;1;$162,00 
Entire home/apt;7;4;4;$350,00 
Private room;2;1;1;$81,00 
Private room;2;1;1;$75,00 
Entire home/apt;2;;1;$90,00 
Entire home/apt;4;2;2;$350,00 
Entire home/apt;4;1;2;$150,00 
Entire home/apt;2;1;1;$85,00 
Private room;2;1;1;$181,00 
Entire home/apt;2;1;1;$115,00 
Private room;2;1;1;$91,00 
Private room;2;1;1;$74,00 
Private room;4;1;2;$135,00 
Private room;2;1;1;$111,00 
Private room;4;1;4;$140,00 
Private room;1;1;1;$68,00 
Private room;3;1;2;$123,00 
Entire home/apt;2;1;1;$210,00 
Private room;4;1;2;$1.200,00 
Entire home/apt;3;2;4;$125,00 
Private room;2;1;1;$119,00 
Private room;2;1;1;$99,00 
Private room;2;;;$95,00 
Entire home/apt;2;2;2;$140,00 
Entire home/apt;4;3;3;$175,00 
Entire home/apt;2;1;1;$44,00 
Private room;2;1;1;$89,00 
Private room;2;1;1;$100,00 
Private room;3;1;2;$115,00 
Private room;2;1;1;$126,00 
Private room;2;1;1;$103,00 
Private room;2;1;1;$80,00 
Private room;6;3;4;$140,00 
Private room;2;;1;$137,00 
Private room;2;;1;$139,00 
Entire home/apt;4;2;2;$167,00 
Entire home/apt;3;2;4;$77,00 
Entire home/apt;3;2;2;$245,00 
Private room;6;2;;$130,00 
Private room;6;2;6;$130,00 
Private room;3;1;3;$80,00 
Entire home/apt;2;;1;$110,00 
Entire home/apt;4;1;2;$150,00 
Private room;2;1;;$70,00 
Entire home/apt;2;1;1;$275,00 
Private room;2;;2;$139,00 
Entire home/apt;4;3;2;$429,00 
Entire home/apt;4;2;2;$249,00 
Entire home/apt;3;1;1;$125,00 
Entire home/apt;4;5;8;$200,00 
Private room;1;1;1;$89,00 
Entire home/apt;4;3;3;$450,00 
Entire home/apt;6;2;6;$180,00 
Private room;4;1;4;$169,00 
Entire home/apt;3;1;1;$109,00 
Private room;4;1;1;$99,00 
Entire home/apt;4;2;2;$95,00 
Entire home/apt;2;1;1;$280,00 
Private room;2;1;;$200,00 
Entire home/apt;2;;1;$150,00 
Private room;2;1;2;$61,00 
Private room;2;1;;$250,00 
Private room;4;2;4;$200,00 
Private room;3;1;3;$80,00 
Entire home/apt;4;4;4;$375,00 
Private room;2;2;1;$137,00 
Private room;4;2;3;$75,00 
Entire home/apt;2;1;1;$115,00 
Entire home/apt;2;1;1;$88,00 
Entire home/apt;4;2;4;$174,00 
Entire home/apt;3;2;2;$120,00 
Private room;2;1;1;$79,00 
Entire home/apt;4;1;2;$101,00 
Entire home/apt;2;1;1;$90,00 
Entire home/apt;4;3;3;$125,00 
Entire home/apt;4;1;2;$150,00 
Entire home/apt;2;1;2;$110,00 
Entire home/apt;4;3;4;$129,00 
Entire home/apt;5;4;4;$159,00 
Entire home/apt;2;1;1;$140,00 
Entire home/apt;4;2;;$293,00 
