bedrooms,beds,Price,n_person
1.0,1.0,150.0,2
,2.0,66.0,3
2.0,2.0,250.0,4
1.0,1.0,289.0,2
1.0,1.0,144.0,2
1.0,1.0,133.0,4
2.0,2.0,350.0,4
,1.0,190.0,2
1.0,1.0,185.0,2
3.0,4.0,300.0,4
,1.0,50.0,2
1.0,1.0,147.0,2
1.0,1.0,85.0,2
1.0,1.0,175.0,2
3.0,5.0,225.0,4
2.0,4.0,137.0,4
1.0,3.0,175.0,4
1.0,1.0,100.0,2
2.0,2.0,125.0,3
2.0,2.0,140.0,4
1.0,1.0,205.0,2
1.0,2.0,79.0,1
2.0,3.0,300.0,4
1.0,2.0,45.0,3
1.0,2.0,110.0,3
2.0,2.0,300.0,4
1.0,1.0,45.0,2
1.0,1.0,249.0,2
1.0,2.0,166.0,2
1.0,2.0,73.0,3
1.0,1.0,47.0,2
2.0,2.0,150.0,4
1.0,1.0,99.0,2
1.0,1.0,125.0,2
2.0,3.0,240.0,4
,1.0,89.0,4
2.0,2.0,600.0,4
4.0,5.0,275.0,4
2.0,2.0,230.0,4
2.0,2.0,288.0,4
2.0,2.0,215.0,2
,1.0,93.0,2
1.0,1.0,95.0,2
1.0,2.0,250.0,2
1.0,1.0,48.0,4
1.0,1.0,109.0,2
1.0,1.0,59.0,1
1.0,1.0,45.0,2
1.0,2.0,131.0,3
1.0,1.0,85.0,2
2.0,,150.0,4
1.0,1.0,75.0,2
2.0,2.0,175.0,4
1.0,1.0,125.0,2
1.0,1.0,129.0,2
1.0,1.0,84.0,1
1.0,1.0,96.0,2
3.0,3.0,245.0,4
2.0,2.0,100.0,4
2.0,3.0,134.0,3
1.0,2.0,58.0,2
2.0,2.0,70.0,2
,2.0,103.0,4
4.0,5.0,220.0,6
2.0,3.0,174.0,4
1.0,1.0,72.0,2
1.0,1.0,186.0,4
,1.0,85.0,2
2.0,2.0,150.0,4
3.0,3.0,307.0,4
1.0,1.0,159.0,2
1.0,12.0,369.0,12
2.0,4.0,215.0,4
1.0,2.0,150.0,4
1.0,1.0,175.0,2
2.0,3.0,260.0,4
1.0,1.0,85.0,2
2.0,3.0,140.0,4
1.0,1.0,120.0,2
1.0,1.0,159.0,2
,2.0,90.0,4
1.0,1.0,60.0,2
1.0,1.0,100.0,2
1.0,1.0,110.0,2
2.0,4.0,115.0,4
1.0,1.0,170.0,2
1.0,1.0,150.0,2
2.0,2.0,139.0,4
3.0,3.0,120.0,6
2.0,3.0,180.0,4
4.0,14.0,300.0,14
2.0,2.0,336.0,4
1.0,1.0,119.0,2
2.0,4.0,145.0,4
2.0,2.0,115.0,4
1.0,,83.0,4
1.0,1.0,190.0,2
1.0,1.0,195.0,2
2.0,3.0,181.0,4
1.0,1.0,275.0,2
3.0,4.0,300.0,6
1.0,1.0,160.0,3
1.0,1.0,65.0,2
2.0,2.0,180.0,4
4.0,5.0,280.0,4
2.0,2.0,229.0,4
2.0,4.0,157.0,4
1.0,1.0,99.0,2
4.0,4.0,225.0,4
1.0,1.0,99.0,1
1.0,1.0,145.0,2
3.0,3.0,135.0,4
3.0,2.0,180.0,3
1.0,1.0,96.0,2
1.0,1.0,130.0,2
1.0,1.0,178.0,2
1.0,1.0,120.0,2
3.0,4.0,139.0,3
2.0,2.0,220.0,4
1.0,1.0,140.0,2
,2.0,149.0,3
1.0,1.0,125.0,2
2.0,3.0,85.0,4
1.0,1.0,149.0,4
1.0,1.0,78.0,2
1.0,1.0,150.0,2
,2.0,78.0,3
2.0,2.0,134.0,3
2.0,2.0,557.0,4
2.0,4.0,200.0,4
1.0,1.0,49.0,1
1.0,1.0,150.0,4
2.0,2.0,209.0,4
1.0,1.0,135.0,2
1.0,4.0,150.0,4
1.0,2.0,104.0,3
1.0,,158.0,4
1.0,1.0,130.0,2
2.0,2.0,325.0,3
1.0,1.0,130.0,2
2.0,2.0,207.0,4
2.0,2.0,130.0,2
1.0,2.0,98.0,2
,3.0,150.0,4
,1.0,79.0,2
1.0,2.0,89.0,2
1.0,1.0,158.0,2
3.0,2.0,250.0,4
2.0,2.0,275.0,2
1.0,1.0,123.0,3
2.0,2.0,150.0,4
1.0,1.0,60.0,2
1.0,1.0,95.0,2
1.0,2.0,120.0,2
4.0,4.0,150.0,4
4.0,4.0,184.0,4
2.0,3.0,180.0,4
3.0,3.0,150.0,4
1.0,2.0,124.0,2
1.0,1.0,100.0,2
1.0,2.0,185.0,4
1.0,1.0,169.0,4
1.0,,65.0,2
2.0,5.0,214.0,4
1.0,1.0,119.0,2
1.0,1.0,85.0,2
2.0,1.0,121.0,4
1.0,1.0,150.0,2
3.0,3.0,211.0,4
3.0,3.0,180.0,4
1.0,1.0,140.0,2
1.0,1.0,79.0,2
3.0,4.0,330.0,4
3.0,3.0,129.0,4
,1.0,49.0,2
3.0,3.0,149.0,4
2.0,2.0,190.0,4
1.0,2.0,88.0,2
1.0,2.0,91.0,2
,1.0,59.0,2
,1.0,84.0,3
3.0,2.0,229.0,4
2.0,2.0,140.0,4
,1.0,124.0,2
2.0,2.0,160.0,4
2.0,3.0,100.0,3
1.0,1.0,106.0,2
,2.0,150.0,2
1.0,1.0,100.0,2
2.0,3.0,245.0,4
,1.0,84.0,2
2.0,4.0,210.0,4
1.0,2.0,52.0,2
2.0,3.0,305.0,4
3.0,4.0,187.0,5
1.0,1.0,140.0,2
2.0,2.0,140.0,4
4.0,5.0,290.0,5
3.0,3.0,175.0,6
1.0,1.0,109.0,2
1.0,1.0,107.0,2
2.0,4.0,300.0,4
3.0,3.0,227.0,4
1.0,1.0,120.0,3
1.0,1.0,106.0,2
1.0,1.0,181.0,2
,1.0,149.0,2
1.0,1.0,150.0,2
1.0,2.0,146.0,4
1.0,1.0,58.0,1
1.0,1.0,99.0,2
2.0,2.0,425.0,4
2.0,3.0,200.0,5
1.0,1.0,129.0,2
1.0,1.0,102.0,2
1.0,2.0,123.0,4
2.0,2.0,199.0,4
2.0,3.0,220.0,3
1.0,1.0,48.0,1
3.0,4.0,350.0,4
1.0,1.0,72.0,2
2.0,2.0,440.0,4
1.0,1.0,280.0,2
,1.0,70.0,2
3.0,6.0,146.0,7
1.0,2.0,191.0,3
1.0,1.0,180.0,2
1.0,1.0,175.0,3
1.0,1.0,140.0,2
1.0,,115.0,2
1.0,1.0,198.0,2
3.0,3.0,90.0,4
1.0,1.0,200.0,2
1.0,1.0,195.0,2
1.0,2.0,91.0,2
3.0,3.0,200.0,4
3.0,3.0,180.0,4
2.0,3.0,160.0,3
1.0,1.0,120.0,2
2.0,2.0,150.0,4
2.0,2.0,235.0,4
3.0,3.0,289.0,4
1.0,1.0,110.0,2
,4.0,138.0,4
3.0,4.0,155.0,4
1.0,2.0,133.0,2
1.0,1.0,113.0,2
2.0,2.0,250.0,4
,1.0,195.0,2
3.0,2.0,300.0,4
1.0,2.0,70.0,3
3.0,4.0,345.0,4
1.0,1.0,150.0,2
1.0,1.0,150.0,2
1.0,1.0,145.0,2
3.0,5.0,590.0,7
1.0,1.0,180.0,2
3.0,5.0,108.0,4
2.0,3.0,134.0,4
2.0,4.0,170.0,3
3.0,3.0,155.0,4
1.0,1.0,47.0,1
1.0,1.0,146.0,2
1.0,1.0,150.0,2
2.0,2.0,77.0,4
3.0,6.0,289.0,4
1.0,1.0,146.0,2
1.0,1.0,135.0,2
2.0,2.0,95.0,3
1.0,1.0,120.0,2
2.0,3.0,240.0,4
2.0,2.0,220.0,4
2.0,2.0,174.0,4
1.0,1.0,185.0,2
3.0,3.0,195.0,4
2.0,2.0,92.0,4
1.0,1.0,125.0,2
2.0,2.0,240.0,3
2.0,2.0,101.0,4
1.0,1.0,129.0,2
1.0,1.0,75.0,2
,1.0,175.0,2
1.0,1.0,175.0,2
3.0,3.0,240.0,4
3.0,4.0,629.0,4
4.0,4.0,314.0,4
1.0,3.0,96.0,4
1.0,,120.0,3
2.0,3.0,105.0,4
2.0,3.0,1818.0,4
1.0,1.0,114.0,2
3.0,3.0,130.0,4
3.0,4.0,175.0,4
,1.0,183.0,2
,1.0,213.0,2
2.0,3.0,150.0,2
2.0,2.0,175.0,4
,2.0,155.0,4
1.0,1.0,153.0,2
2.0,1.0,200.0,3
3.0,1.0,170.0,4
2.0,2.0,129.0,4
1.0,1.0,95.0,2
1.0,1.0,115.0,2
4.0,4.0,198.0,4
2.0,2.0,298.0,4
2.0,4.0,124.0,4
1.0,1.0,100.0,2
2.0,2.0,179.0,4
2.0,2.0,180.0,4
1.0,1.0,150.0,2
2.0,4.0,156.0,4
1.0,1.0,125.0,2
1.0,1.0,99.0,2
1.0,1.0,139.0,2
2.0,2.0,220.0,4
2.0,2.0,160.0,4
1.0,1.0,185.0,2
1.0,1.0,107.0,2
1.0,2.0,125.0,2
1.0,2.0,122.0,2
1.0,1.0,140.0,2
2.0,2.0,349.0,4
1.0,1.0,190.0,2
1.0,1.0,87.0,2
1.0,1.0,119.0,2
2.0,3.0,136.0,4
1.0,1.0,45.0,2
1.0,1.0,95.0,2
1.0,1.0,70.0,2
1.0,1.0,73.0,2
1.0,1.0,200.0,3
1.0,1.0,85.0,2
2.0,2.0,500.0,3
1.0,1.0,83.0,2
1.0,1.0,120.0,2
5.0,5.0,240.0,4
3.0,6.0,151.0,7
1.0,1.0,112.0,2
1.0,1.0,90.0,2
,1.0,79.0,2
1.0,2.0,150.0,2
1.0,1.0,65.0,1
1.0,1.0,99.0,2
3.0,6.0,145.0,7
1.0,1.0,159.0,2
1.0,3.0,95.0,2
2.0,1.0,132.0,3
2.0,2.0,120.0,4
3.0,3.0,350.0,4
1.0,1.0,250.0,2
1.0,2.0,178.0,4
1.0,1.0,28.0,2
1.0,1.0,150.0,2
2.0,2.0,495.0,4
1.0,1.0,100.0,2
1.0,1.0,150.0,2
1.0,2.0,72.0,3
1.0,1.0,150.0,2
2.0,3.0,250.0,4
1.0,1.0,175.0,2
3.0,5.0,145.0,6
2.0,2.0,85.0,3
1.0,2.0,250.0,1
1.0,2.0,82.0,3
1.0,1.0,74.0,2
1.0,1.0,66.0,2
1.0,2.0,59.0,2
3.0,4.0,214.0,4
1.0,2.0,204.0,2
3.0,4.0,325.0,4
1.0,1.0,103.0,2
10.0,20.0,797.0,16
1.0,2.0,103.0,3
1.0,1.0,160.0,2
1.0,1.0,345.0,2
1.0,1.0,73.0,1
1.0,1.0,119.0,2
1.0,2.0,110.0,3
2.0,4.0,149.0,4
2.0,3.0,149.0,4
2.0,2.0,160.0,4
1.0,1.0,228.0,2
1.0,1.0,155.0,2
4.0,10.0,325.0,8
2.0,1.0,215.0,2
3.0,5.0,145.0,6
8.0,18.0,587.0,16
3.0,3.0,382.0,4
2.0,2.0,165.0,4
1.0,1.0,117.0,2
1.0,1.0,80.0,2
1.0,1.0,160.0,2
1.0,1.0,83.0,2
1.0,1.0,150.0,2
1.0,1.0,125.0,2
2.0,,333.0,4
1.0,2.0,30.0,2
3.0,4.0,199.0,4
,1.0,120.0,2
2.0,2.0,232.0,4
2.0,3.0,188.0,4
,2.0,95.0,4
2.0,2.0,191.0,4
1.0,1.0,160.0,2
1.0,1.0,79.0,2
3.0,3.0,463.0,6
1.0,1.0,100.0,2
3.0,4.0,190.0,4
2.0,1.0,125.0,4
2.0,3.0,180.0,4
1.0,1.0,145.0,2
1.0,1.0,65.0,2
2.0,3.0,150.0,4
4.0,5.0,200.0,4
1.0,2.0,65.0,2
2.0,2.0,206.0,4
,1.0,88.0,2
1.0,1.0,160.0,2
3.0,3.0,225.0,4
2.0,2.0,587.0,4
1.0,1.0,150.0,2
1.0,1.0,145.0,2
1.0,2.0,94.0,2
3.0,,160.0,4
2.0,2.0,250.0,4
3.0,3.0,60.0,5
2.0,2.0,250.0,4
3.0,7.0,636.0,6
1.0,,160.0,2
2.0,2.0,152.0,4
4.0,6.0,699.0,4
1.0,2.0,78.0,2
1.0,1.0,32.0,1
3.0,5.0,251.0,5
1.0,1.0,175.0,2
2.0,2.0,150.0,4
2.0,4.0,146.0,6
2.0,2.0,200.0,4
1.0,1.0,90.0,2
1.0,1.0,120.0,2
2.0,1.0,150.0,4
1.0,2.0,78.0,2
4.0,4.0,205.0,5
1.0,1.0,175.0,2
1.0,1.0,95.0,2
1.0,1.0,94.0,2
1.0,1.0,100.0,2
,1.0,95.0,2
1.0,1.0,66.0,2
1.0,1.0,157.0,2
,1.0,150.0,2
,2.0,87.0,3
4.0,5.0,450.0,4
3.0,3.0,425.0,4
2.0,2.0,325.0,4
1.0,1.0,58.0,1
,2.0,80.0,4
3.0,2.0,149.0,4
1.0,1.0,120.0,2
1.0,1.0,89.0,2
3.0,4.0,99.0,4
,1.0,67.0,2
1.0,1.0,42.0,2
3.0,4.0,231.0,4
1.0,1.0,230.0,4
2.0,1.0,187.0,2
1.0,1.0,89.0,2
2.0,2.0,250.0,4
1.0,1.0,114.0,2
1.0,1.0,130.0,2
3.0,6.0,326.0,4
3.0,3.0,261.0,4
1.0,2.0,105.0,2
1.0,1.0,138.0,2
,1.0,64.0,2
1.0,1.0,90.0,2
2.0,2.0,250.0,4
3.0,3.0,540.0,6
2.0,2.0,233.0,4
1.0,1.0,110.0,2
,1.0,131.0,2
1.0,,128.0,4
1.0,1.0,200.0,2
2.0,4.0,120.0,4
2.0,2.0,295.0,4
3.0,4.0,325.0,4
2.0,3.0,95.0,4
2.0,2.0,200.0,4
1.0,3.0,190.0,3
1.0,2.0,109.0,4
2.0,2.0,85.0,4
1.0,1.0,100.0,2
1.0,1.0,156.0,2
1.0,1.0,100.0,2
1.0,1.0,150.0,2
1.0,4.0,75.0,4
1.0,1.0,125.0,3
1.0,2.0,65.0,2
2.0,2.0,93.0,4
1.0,1.0,179.0,2
2.0,2.0,242.0,4
3.0,4.0,350.0,4
1.0,1.0,49.0,2
1.0,1.0,68.0,2
1.0,1.0,145.0,2
1.0,1.0,55.0,2
1.0,1.0,60.0,2
2.0,2.0,399.0,4
1.0,1.0,95.0,2
1.0,1.0,200.0,2
1.0,1.0,70.0,2
2.0,2.0,150.0,2
,1.0,105.0,2
1.0,1.0,62.0,2
1.0,1.0,170.0,2
2.0,2.0,300.0,4
2.0,2.0,160.0,4
1.0,1.0,90.0,2
1.0,1.0,100.0,2
1.0,1.0,55.0,2
1.0,1.0,125.0,2
3.0,4.0,145.0,4
2.0,3.0,119.0,4
1.0,1.0,149.0,2
1.0,1.0,116.0,2
1.0,1.0,185.0,2
2.0,2.0,174.0,2
2.0,2.0,220.0,4
1.0,2.0,100.0,4
2.0,2.0,170.0,4
2.0,2.0,300.0,4
2.0,2.0,225.0,4
,1.0,75.0,2
2.0,2.0,125.0,2
,1.0,71.0,2
1.0,1.0,157.0,2
1.0,1.0,78.0,1
1.0,1.0,220.0,2
1.0,1.0,117.0,3
1.0,1.0,169.0,2
2.0,3.0,132.0,3
1.0,1.0,216.0,2
1.0,1.0,183.0,3
1.0,2.0,85.0,3
1.0,1.0,95.0,2
2.0,3.0,170.0,4
2.0,3.0,150.0,4
2.0,3.0,171.0,4
,1.0,90.0,2
2.0,3.0,160.0,4
2.0,2.0,214.0,4
,1.0,96.0,2
1.0,1.0,220.0,2
1.0,1.0,61.0,2
1.0,1.0,159.0,4
4.0,5.0,250.0,4
1.0,1.0,110.0,2
1.0,1.0,88.0,2
1.0,2.0,200.0,4
2.0,3.0,200.0,4
1.0,1.0,125.0,2
2.0,2.0,288.0,4
3.0,5.0,486.0,4
1.0,1.0,100.0,2
1.0,1.0,99.0,2
,1.0,113.0,2
1.0,1.0,160.0,2
2.0,1.0,75.0,2
4.0,4.0,285.0,4
1.0,1.0,105.0,2
3.0,3.0,170.0,4
1.0,1.0,80.0,2
1.0,1.0,120.0,2
3.0,3.0,206.0,4
2.0,2.0,636.0,4
1.0,1.0,180.0,2
2.0,2.0,150.0,4
2.0,6.0,453.0,6
2.0,2.0,113.0,3
1.0,1.0,180.0,2
1.0,1.0,125.0,2
4.0,4.0,395.0,4
3.0,3.0,200.0,4
5.0,16.0,814.0,16
2.0,1.0,195.0,3
2.0,3.0,128.0,4
1.0,3.0,157.0,4
1.0,1.0,150.0,2
,1.0,98.0,2
2.0,2.0,200.0,3
1.0,1.0,120.0,2
1.0,1.0,86.0,2
1.0,2.0,170.0,4
3.0,4.0,200.0,4
2.0,3.0,438.0,4
4.0,5.0,175.0,6
3.0,4.0,205.0,4
1.0,1.0,110.0,2
1.0,1.0,59.0,2
3.0,4.0,235.0,4
1.0,1.0,107.0,3
2.0,3.0,200.0,4
1.0,1.0,100.0,2
1.0,1.0,200.0,2
2.0,2.0,150.0,4
1.0,1.0,95.0,2
1.0,1.0,76.0,4
3.0,4.0,250.0,4
2.0,1.0,140.0,4
2.0,2.0,59.0,3
1.0,1.0,200.0,2
1.0,2.0,159.0,2
1.0,1.0,80.0,2
2.0,3.0,250.0,5
1.0,4.0,186.0,4
3.0,4.0,302.0,4
1.0,1.0,75.0,2
1.0,1.0,85.0,2
2.0,2.0,275.0,4
1.0,4.0,157.0,4
1.0,2.0,150.0,4
1.0,1.0,105.0,2
2.0,2.0,150.0,4
2.0,2.0,175.0,4
1.0,1.0,75.0,2
2.0,2.0,220.0,4
5.0,5.0,294.0,7
,3.0,150.0,4
1.0,,180.0,3
3.0,4.0,175.0,5
1.0,1.0,54.0,2
1.0,1.0,180.0,2
2.0,2.0,250.0,4
1.0,1.0,49.0,2
2.0,2.0,123.0,4
3.0,4.0,189.0,4
1.0,1.0,109.0,3
1.0,1.0,95.0,2
1.0,1.0,160.0,2
4.0,4.0,180.0,4
1.0,1.0,89.0,2
1.0,1.0,106.0,4
2.0,1.0,92.0,4
2.0,2.0,250.0,4
1.0,1.0,81.0,2
2.0,3.0,344.0,4
1.0,1.0,150.0,2
1.0,1.0,100.0,2
1.0,1.0,250.0,2
,1.0,95.0,2
4.0,4.0,175.0,4
4.0,4.0,250.0,4
1.0,3.0,157.0,4
1.0,1.0,125.0,1
1.0,1.0,118.0,2
1.0,1.0,65.0,2
1.0,1.0,92.0,2
1.0,1.0,76.0,2
1.0,1.0,80.0,2
2.0,2.0,250.0,4
3.0,3.0,150.0,4
1.0,1.0,150.0,2
1.0,1.0,90.0,2
1.0,2.0,130.0,2
1.0,2.0,41.0,2
1.0,1.0,80.0,2
2.0,2.0,269.0,4
3.0,4.0,275.0,4
1.0,1.0,125.0,2
1.0,1.0,95.0,2
2.0,2.0,260.0,4
,2.0,97.0,2
,1.0,130.0,2
1.0,1.0,125.0,2
1.0,1.0,140.0,2
1.0,1.0,108.0,2
1.0,,146.0,2
2.0,3.0,120.0,3
2.0,3.0,75.0,4
2.0,2.0,268.0,3
2.0,3.0,75.0,4
1.0,1.0,74.0,2
3.0,3.0,199.0,4
2.0,2.0,400.0,4
1.0,2.0,41.0,2
1.0,1.0,69.0,2
4.0,4.0,250.0,5
2.0,2.0,200.0,4
1.0,2.0,190.0,2
3.0,2.0,250.0,4
1.0,1.0,140.0,2
2.0,1.0,165.0,2
,1.0,199.0,2
2.0,3.0,119.0,2
2.0,2.0,100.0,4
1.0,1.0,106.0,2
,1.0,89.0,2
1.0,1.0,25.0,2
,3.0,160.0,4
3.0,3.0,180.0,4
,1.0,133.0,2
1.0,1.0,149.0,2
1.0,1.0,204.0,3
2.0,3.0,200.0,2
2.0,7.0,152.0,8
1.0,2.0,165.0,2
1.0,2.0,154.0,2
1.0,1.0,91.0,2
1.0,2.0,100.0,2
1.0,1.0,125.0,2
2.0,3.0,129.0,4
,1.0,140.0,2
1.0,1.0,190.0,3
3.0,4.0,350.0,4
1.0,2.0,125.0,1
1.0,1.0,99.0,2
1.0,1.0,200.0,2
1.0,1.0,225.0,2
1.0,1.0,75.0,2
,1.0,95.0,2
2.0,3.0,200.0,4
1.0,1.0,126.0,2
1.0,1.0,130.0,2
1.0,1.0,54.0,2
3.0,3.0,245.0,6
1.0,1.0,110.0,2
1.0,1.0,40.0,2
4.0,4.0,140.0,4
1.0,1.0,89.0,2
1.0,1.0,125.0,1
2.0,2.0,375.0,4
2.0,2.0,249.0,4
3.0,6.0,186.0,4
2.0,2.0,120.0,3
2.0,3.0,214.0,4
3.0,4.0,150.0,4
1.0,2.0,129.0,2
2.0,2.0,350.0,4
2.0,2.0,379.0,4
1.0,1.0,135.0,2
2.0,2.0,160.0,4
2.0,2.0,200.0,4
1.0,1.0,160.0,2
1.0,4.0,75.0,4
3.0,3.0,125.0,4
4.0,6.0,329.0,7
1.0,1.0,109.0,2
2.0,3.0,350.0,5
1.0,2.0,78.0,1
2.0,2.0,200.0,4
1.0,1.0,200.0,4
1.0,2.0,240.0,4
1.0,3.0,250.0,4
4.0,7.0,275.0,4
2.0,3.0,199.0,4
4.0,4.0,200.0,4
1.0,1.0,120.0,2
1.0,1.0,400.0,2
3.0,5.0,381.0,5
2.0,2.0,499.0,3
1.0,1.0,150.0,2
1.0,1.0,171.0,2
2.0,2.0,150.0,4
1.0,1.0,100.0,2
2.0,2.0,385.0,4
2.0,3.0,155.0,4
2.0,3.0,130.0,4
2.0,1.0,71.0,3
1.0,1.0,45.0,2
1.0,1.0,75.0,4
1.0,1.0,80.0,2
2.0,2.0,70.0,2
4.0,2.0,130.0,4
1.0,1.0,55.0,2
1.0,1.0,95.0,2
1.0,1.0,100.0,2
2.0,2.0,140.0,4
2.0,2.0,136.0,4
1.0,2.0,140.0,4
1.0,1.0,65.0,2
1.0,1.0,55.0,1
2.0,2.0,160.0,4
3.0,4.0,314.0,4
1.0,1.0,89.0,2
1.0,1.0,100.0,2
1.0,1.0,95.0,2
1.0,1.0,135.0,2
2.0,2.0,354.0,4
1.0,1.0,180.0,2
1.0,1.0,95.0,2
,1.0,92.0,2
1.0,1.0,99.0,2
1.0,1.0,125.0,2
1.0,1.0,125.0,2
1.0,1.0,60.0,2
4.0,4.0,195.0,6
1.0,1.0,230.0,2
1.0,3.0,115.0,3
2.0,2.0,125.0,4
2.0,2.0,283.0,4
1.0,1.0,150.0,2
1.0,2.0,176.0,2
2.0,2.0,120.0,4
2.0,2.0,445.0,4
1.0,1.0,80.0,2
2.0,1.0,155.0,2
1.0,2.0,307.0,4
1.0,1.0,125.0,2
1.0,1.0,130.0,2
2.0,2.0,229.0,4
1.0,1.0,90.0,2
1.0,1.0,140.0,2
,1.0,50.0,2
3.0,5.0,160.0,4
1.0,1.0,95.0,2
,1.0,250.0,2
2.0,3.0,270.0,5
2.0,5.0,134.0,4
4.0,4.0,350.0,5
1.0,1.0,90.0,2
1.0,1.0,92.0,2
1.0,1.0,93.0,2
2.0,2.0,300.0,4
1.0,1.0,220.0,2
1.0,1.0,102.0,2
,1.0,100.0,2
1.0,1.0,125.0,2
2.0,2.0,300.0,3
1.0,1.0,60.0,2
1.0,1.0,69.0,2
1.0,1.0,175.0,2
1.0,1.0,209.0,2
1.0,1.0,197.0,2
1.0,1.0,197.0,2
1.0,1.0,208.0,2
1.0,1.0,231.0,2
2.0,3.0,160.0,4
1.0,,21.0,3
1.0,1.0,133.0,2
1.0,1.0,120.0,2
3.0,4.0,270.0,4
3.0,4.0,100.0,4
1.0,1.0,70.0,1
3.0,2.0,140.0,3
3.0,6.0,282.0,4
3.0,3.0,200.0,4
3.0,5.0,395.0,6
1.0,1.0,175.0,3
1.0,1.0,115.0,2
1.0,1.0,185.0,2
10.0,33.0,725.0,16
1.0,1.0,114.0,2
2.0,2.0,57.0,4
2.0,4.0,50.0,4
1.0,2.0,100.0,3
1.0,1.0,110.0,2
1.0,1.0,99.0,2
2.0,4.0,224.0,4
1.0,1.0,145.0,2
1.0,1.0,75.0,2
3.0,3.0,810.0,6
1.0,1.0,119.0,2
3.0,3.0,130.0,4
2.0,2.0,250.0,4
1.0,1.0,150.0,2
3.0,4.0,259.0,4
,1.0,100.0,2
1.0,1.0,65.0,2
2.0,3.0,235.0,4
1.0,1.0,70.0,2
1.0,1.0,150.0,2
2.0,2.0,214.0,4
1.0,1.0,93.0,2
1.0,1.0,81.0,2
1.0,2.0,120.0,3
2.0,2.0,203.0,4
1.0,1.0,100.0,1
1.0,1.0,150.0,2
5.0,6.0,450.0,7
2.0,2.0,200.0,4
1.0,1.0,136.0,2
1.0,2.0,140.0,2
1.0,1.0,114.0,2
2.0,2.0,160.0,4
1.0,1.0,50.0,2
1.0,2.0,114.0,2
1.0,1.0,59.0,2
1.0,1.0,100.0,2
2.0,2.0,119.0,3
1.0,1.0,90.0,2
1.0,1.0,90.0,2
1.0,1.0,114.0,2
2.0,2.0,136.0,4
1.0,1.0,125.0,2
3.0,3.0,175.0,4
1.0,1.0,135.0,2
1.0,1.0,150.0,2
3.0,4.0,444.0,4
2.0,2.0,99.0,4
4.0,4.0,350.0,4
3.0,6.0,250.0,4
1.0,2.0,177.0,3
2.0,2.0,295.0,4
2.0,2.0,185.0,4
1.0,1.0,140.0,2
1.0,1.0,217.0,2
1.0,3.0,100.0,2
2.0,2.0,180.0,4
1.0,1.0,99.0,2
2.0,1.0,125.0,4
1.0,1.0,155.0,2
2.0,1.0,179.0,2
3.0,5.0,190.0,5
1.0,1.0,120.0,2
2.0,2.0,123.0,4
1.0,2.0,70.0,3
1.0,1.0,140.0,2
3.0,5.0,295.0,4
3.0,3.0,260.0,5
3.0,3.0,165.0,4
1.0,1.0,80.0,2
1.0,1.0,233.0,2
3.0,4.0,300.0,4
1.0,2.0,145.0,2
1.0,1.0,94.0,2
1.0,1.0,80.0,2
1.0,1.0,106.0,2
1.0,1.0,147.0,2
,1.0,80.0,2
2.0,3.0,160.0,4
3.0,4.0,314.0,4
1.0,1.0,101.0,2
1.0,1.0,75.0,2
2.0,2.0,159.0,4
1.0,1.0,100.0,2
2.0,4.0,350.0,4
2.0,1.0,150.0,2
3.0,3.0,200.0,5
1.0,1.0,80.0,2
1.0,1.0,95.0,2
2.0,4.0,214.0,4
2.0,1.0,150.0,4
1.0,1.0,75.0,2
3.0,5.0,218.0,6
1.0,2.0,75.0,2
1.0,1.0,200.0,2
1.0,1.0,140.0,2
4.0,4.0,294.0,4
2.0,6.0,195.0,5
1.0,1.0,150.0,2
1.0,1.0,120.0,2
1.0,1.0,121.0,2
2.0,4.0,325.0,4
2.0,3.0,160.0,4
1.0,1.0,121.0,2
1.0,1.0,144.0,2
1.0,2.0,75.0,2
1.0,1.0,119.0,2
4.0,3.0,857.0,4
3.0,2.0,166.0,4
3.0,2.0,240.0,6
2.0,3.0,210.0,4
1.0,2.0,45.0,4
1.0,2.0,44.0,2
2.0,2.0,299.0,4
1.0,1.0,70.0,2
2.0,2.0,199.0,4
1.0,1.0,85.0,2
1.0,2.0,200.0,2
1.0,1.0,103.0,2
1.0,1.0,110.0,2
3.0,3.0,350.0,4
2.0,2.0,185.0,4
2.0,3.0,199.0,4
4.0,4.0,500.0,4
1.0,1.0,76.0,2
3.0,2.0,150.0,4
1.0,1.0,191.0,2
2.0,2.0,180.0,2
1.0,1.0,89.0,2
1.0,2.0,180.0,2
3.0,3.0,215.0,5
1.0,1.0,151.0,2
1.0,1.0,110.0,2
1.0,1.0,182.0,2
2.0,2.0,250.0,4
1.0,1.0,100.0,2
3.0,3.0,155.0,4
2.0,2.0,150.0,4
2.0,3.0,225.0,4
2.0,2.0,105.0,3
1.0,2.0,80.0,3
2.0,3.0,150.0,4
1.0,1.0,45.0,3
1.0,1.0,45.0,2
2.0,3.0,199.0,4
1.0,1.0,75.0,4
1.0,1.0,220.0,2
1.0,1.0,71.0,2
2.0,2.0,100.0,4
1.0,1.0,71.0,2
1.0,1.0,54.0,2
3.0,3.0,475.0,4
3.0,3.0,150.0,4
1.0,1.0,250.0,2
3.0,5.0,357.0,5
1.0,1.0,112.0,2
2.0,2.0,180.0,4
3.0,3.0,400.0,6
1.0,1.0,100.0,2
1.0,1.0,110.0,2
2.0,2.0,200.0,4
1.0,1.0,100.0,2
